Timestamp (ms),Humidity (%),Temperature (°F),Temperature (°C)
3558000,47.25,77.17,25.09
3560000,45.07,77.23,25.13
3562000,45.3,78.1,25.61
3564000,43.22,76.66,24.81
3566000,44.41,77.78,25.43
3568000,44.99,77.58,25.32
3570000,44.67,76.16,24.53
3572000,43.73,76.53,24.74
3574000,46.11,76.72,24.84
3576000,44.67,77.35,25.19
3578000,45.52,78.31,25.73
3580000,45.61,76.4,24.67
3582000,44.45,77.28,25.16
3584000,45.52,78.9,26.06
3586000,45.16,77.75,25.42
3588000,44.03,75.96,24.42
3590000,41.3,75.31,24.06
3592000,42.4,78.04,25.58
3594000,43.65,77.31,25.17
3596000,44.43,78.99,26.11
3598000,43.36,77.63,25.35
3600000,46.07,77.31,25.17
3602000,45.43,77.22,25.12
3604000,47.56,79.08,26.16
3606000,46.5,78.09,25.61
3608000,45.3,77.03,25.02
3610000,43.15,76.68,24.82
3612000,45.43,77.42,25.23
3614000,45.79,77.22,25.12
3616000,42.97,77.11,25.06
3618000,44.92,77.48,25.27
3620000,45.73,77.12,25.07
3622000,45.17,78.05,25.58
3624000,44.57,76.89,24.94
3626000,46.03,76.52,24.73
3628000,43.46,77.38,25.21
3630000,47.61,78.13,25.63
3632000,43.6,76.7,24.83
3634000,45.02,77.16,25.09
3636000,45.12,77.18,25.10
3638000,46.42,77.94,25.52
3640000,43.07,77.3,25.17
3642000,44.84,76.68,24.82
3644000,42.49,76.84,24.91
3646000,44.98,76.51,24.73
3648000,46.69,76.07,24.48
3650000,43.88,76.41,24.67
3652000,44.43,76.72,24.84
3654000,43.48,77.19,25.11
3656000,45.06,76.99,24.99
3658000,47.72,76.02,24.46
3660000,46.38,77.66,25.37
3662000,47.74,76.57,24.76
3664000,42.65,77.16,25.09
3666000,45.4,77.18,25.10
3668000,44.36,76.22,24.57
3670000,43.4,78.47,25.82
3672000,42.91,75.23,24.02
3674000,43.1,78.25,25.69
3676000,45.24,77.08,25.04
3678000,44.84,77.78,25.43
3680000,41.5,76.48,24.71
3682000,45.58,75.58,24.21
3684000,45.64,77.03,25.02
3686000,47.84,76.58,24.77
3688000,44.35,78.13,25.63
3690000,45.79,77,25.00
3692000,43.04,76.71,24.84
3694000,45.26,76.01,24.45
3696000,46.88,78.04,25.58
3698000,43.59,78.68,25.93
3700000,45.18,74.18,23.43
3702000,45.29,78.34,25.74
3704000,44.97,77.06,25.03
3706000,45.73,78.03,25.57
3708000,44.24,77.51,25.28
3710000,46.55,77.5,25.28
3712000,45.97,77.03,25.02
3714000,45.24,78.49,25.83
3716000,42.1,75.96,24.42
3718000,47.76,77.5,25.28
3720000,48.21,77.1,25.06
3722000,45.52,77.22,25.12
3724000,44,78.31,25.73
3726000,43.54,77.44,25.24
3728000,45.17,76.65,24.81
3730000,45.12,77.69,25.38
3732000,45.84,77.38,25.21
3734000,44.3,77.24,25.13
3736000,41.79,76.94,24.97
3738000,44.12,77.55,25.31
3740000,47.35,75.93,24.41
3742000,45.48,76.43,24.68
3744000,48.1,75.48,24.16
3746000,46.37,76.67,24.82
3748000,45.36,75.93,24.41
3750000,40.72,76.21,24.56
3752000,46.65,78.18,25.66
3754000,47.22,77.08,25.04
3756000,46.75,78.05,25.58
3758000,46.33,77.67,25.37
3760000,41.81,78.05,25.58
3762000,44.73,77.35,25.19
3764000,44.51,77.11,25.06
3766000,42.7,75.7,24.28
3768000,45.29,77.22,25.12
3770000,46.63,77.09,25.05
3772000,44.63,76.96,24.98
3774000,45.35,78.55,25.86
3776000,41.39,76.76,24.87
3778000,44.52,78.23,25.68
3780000,45.15,75.58,24.21
3782000,47.1,77.13,25.07
3784000,45.75,77.85,25.47
3786000,43.82,76.97,24.98
3788000,46.05,77.31,25.17
3790000,44.17,76.51,24.73
3792000,45.48,76.72,24.84
3794000,44.6,77.57,25.32
3796000,44.57,76.96,24.98
3798000,44.57,76.22,24.57
3800000,46.39,75.19,23.99
3802000,44.39,76.94,24.97
3804000,45.14,77.31,25.17
3806000,45.48,77.35,25.19
3808000,44.4,75.77,24.32
3810000,44.37,76.08,24.49
3812000,45.58,77.21,25.12
3814000,44.06,77.13,25.07
3816000,45.79,76.02,24.46
3818000,45.63,75.99,24.44
3820000,45.8,77.14,25.08
3822000,43.91,77.22,25.12
3824000,44.46,77.82,25.46
3826000,46.99,76.37,24.65
3828000,42.77,77.84,25.47
3830000,44.61,76.2,24.56
3832000,47.49,77.83,25.46
3834000,41.96,75.33,24.07
3836000,43.51,75.21,24.01
3838000,45.69,78.27,25.71
3840000,44.01,78.1,25.61
3842000,44.48,75.86,24.37
3844000,45.66,76.95,24.97
3846000,42.02,76.01,24.45
3848000,45.34,75.15,23.97
3850000,46.87,78.3,25.72
3852000,45.26,77.78,25.43
3854000,46.02,75.99,24.44
3856000,44.77,76.9,24.94
3858000,45.29,77.49,25.27
3860000,43.21,77.05,25.03
3862000,45.15,77.03,25.02
3864000,43.49,77.06,25.03
3866000,46.37,76.21,24.56
3868000,44.73,77.98,25.54
3870000,45.22,76.7,24.83
3872000,44.68,77.81,25.45
3874000,44.16,76.75,24.86
3876000,46.67,76.75,24.86
3878000,46.08,78.86,26.03
3880000,44.93,76.5,24.72
3882000,45.34,75.68,24.27
3884000,45.38,77.12,25.07
3886000,46.84,77.69,25.38
3888000,45.8,78.07,25.59
3890000,45.2,76.92,24.96
3892000,42.27,76.19,24.55
3894000,44.22,77.46,25.26
3896000,41.46,77.68,25.38
3898000,42.15,75.71,24.28
3900000,44.62,77.12,25.07
3902000,43.85,75.91,24.39
3904000,43.52,75.39,24.11
3906000,43.96,77.62,25.34
3908000,46.38,78.28,25.71
3910000,47.62,76.29,24.61
3912000,46.13,78.24,25.69
3914000,44.96,78.19,25.66
3916000,45.22,76.66,24.81
3918000,43.75,76.42,24.68
3920000,44.22,75.75,24.31
3922000,44.73,77.52,25.29
3924000,43.48,76.8,24.89
3926000,46.5,77.8,25.44
3928000,44.07,76.89,24.94
3930000,46.05,76.26,24.59
3932000,46.77,75.83,24.35
3934000,45.38,77.37,25.21
3936000,48.76,78.92,26.07
3938000,42.1,76.45,24.69
3940000,46.13,77.34,25.19
3942000,46.29,77.79,25.44
3944000,45.01,77.04,25.02
3946000,44.57,74.87,23.82
3948000,45.12,79.23,26.24
3950000,44.61,76.13,24.52
3952000,45.75,76.75,24.86
3954000,46.41,75.89,24.38
3956000,45.34,76.73,24.85
3958000,46.17,76.8,24.89
3960000,45.78,77.88,25.49
3962000,46.09,76.5,24.72
3964000,45.45,74.62,23.68
3966000,44.92,78.72,25.96
3968000,46.24,78.08,25.60
3970000,44.79,77.61,25.34
3972000,43.45,75.51,24.17
3974000,45.26,76.96,24.98
3976000,43.75,77.01,25.01
3978000,46.79,78.23,25.68
3980000,44.36,76.92,24.96
3982000,45.23,76.49,24.72
3984000,45.44,77.38,25.21
3986000,43.74,75.52,24.18
3988000,46.1,77.53,25.29
3990000,47.14,76.92,24.96
3992000,44.94,78.3,25.72
3994000,46.66,76.55,24.75
3996000,44.78,75.71,24.28
3998000,45.6,77.65,25.36
4000000,42.6,75.15,23.97
4002000,41.98,75.41,24.12
4004000,45.66,77.32,25.18
4006000,46.05,77.37,25.21
4008000,45.42,75.8,24.33
4010000,45.01,76.76,24.87
4012000,45.46,77.91,25.51
4014000,44.51,76.36,24.64
4016000,43.04,77.19,25.11
4018000,44.87,77.07,25.04
4020000,43.81,76.71,24.84
4022000,44.19,76.79,24.88
4024000,43.36,75.69,24.27
4026000,43.68,75.96,24.42
4028000,44.94,76.17,24.54
4030000,44.86,78.49,25.83
4032000,43.57,75.6,24.22
4034000,45.77,77.18,25.10
4036000,45.84,77.11,25.06
4038000,45.13,77.71,25.39
4040000,45.07,76.31,24.62
4042000,45.4,78.06,25.59
4044000,46.37,76.5,24.72
4046000,46.1,78.15,25.64
4048000,45.09,74.64,23.69
4050000,44.65,75.54,24.19
4052000,45.07,78.16,25.64
4054000,44.95,76.64,24.80
4056000,46.96,77.96,25.53
4058000,44.79,78.11,25.62
4060000,41.34,77.24,25.13
4062000,44.4,77.39,25.22
4064000,45.46,75.87,24.37
4066000,44.17,78.47,25.82
4068000,46.36,77.3,25.17
4070000,45.96,77.29,25.16
4072000,46.02,77.92,25.51
4074000,45.7,78.33,25.74
4076000,45.17,78.16,25.64
4078000,44.99,77.12,25.07
4080000,46.04,75.32,24.07
4082000,43.75,78,25.56
4084000,45.06,77.59,25.33
4086000,46.35,77.46,25.26
4088000,46.85,78.33,25.74
4090000,43.89,76.64,24.80
4092000,43.09,77.24,25.13
4094000,41.85,74.96,23.87
4096000,44.22,76.71,24.84
4098000,42.25,77.41,25.23
4100000,47.97,76.26,24.59
4102000,48.45,76.4,24.67
4104000,44.17,78.26,25.70
4106000,46.87,77.35,25.19
4108000,43.95,76.58,24.77
4110000,44.84,78.15,25.64
4112000,45.31,76.16,24.53
4114000,46.07,76.33,24.63
4116000,44.31,77.29,25.16
4118000,46.6,77.85,25.47
4120000,47.96,77.6,25.33
4122000,45.74,75.7,24.28
4124000,45.18,79.02,26.12
4126000,44.59,76.48,24.71
4128000,47.74,77.57,25.32
4130000,44.83,76.92,24.96
4132000,44.53,76.89,24.94
4134000,44.13,77.06,25.03
4136000,46.34,76.64,24.80
4138000,45,79.56,26.42
4140000,45.46,75.92,24.40
4142000,43.78,76,24.44
4144000,41.78,77.79,25.44
4146000,46.51,75.63,24.24
4148000,43.96,76.86,24.92
4150000,41,76.18,24.54
4152000,44.7,77.42,25.23
4154000,43.14,77.22,25.12
4156000,46.13,78.11,25.62
4158000,43.97,78.37,25.76
4160000,44.64,77.3,25.17
4162000,45.91,78.19,25.66
4164000,48.29,75.55,24.19
4166000,45.68,76.01,24.45
4168000,43.87,77.72,25.40
4170000,43.11,78.29,25.72
4172000,47.36,77.88,25.49
4174000,43.14,76.03,24.46
4176000,44.71,76.69,24.83
4178000,43.8,76.9,24.94
4180000,45.74,76.03,24.46
4182000,45.22,77.43,25.24
4184000,45.65,77.22,25.12
4186000,44.15,77.36,25.20
4188000,45.17,77.46,25.26
4190000,43.32,76.81,24.89
4192000,46.05,77.54,25.30
4194000,45.63,78.19,25.66
4196000,45.24,78.64,25.91
4198000,44.54,77.36,25.20
4200000,45.15,75.91,24.39
4202000,44.73,79.14,26.19
4204000,45.34,75.64,24.24
4206000,43.51,76.66,24.81
4208000,46.74,76.44,24.69
4210000,43.76,76.86,24.92
4212000,44.28,74.96,23.87
4214000,45.13,76.62,24.79
4216000,43.85,77.13,25.07
4218000,43.75,75.64,24.24
4220000,43.35,76.36,24.64
4222000,43.13,76.84,24.91
4224000,44.11,77.13,25.07
4226000,42.41,76.07,24.48
4228000,46.19,77.95,25.53
4230000,45.7,77.24,25.13
4232000,44.51,76.85,24.92
4234000,46.04,77.07,25.04
4236000,45.42,77.38,25.21
4238000,46.89,77.65,25.36
4240000,48.83,76.02,24.46
4242000,44.87,77.46,25.26
4244000,44.38,76.6,24.78
4246000,44.63,77.58,25.32
4248000,42.48,76.67,24.82
4250000,44.67,75.82,24.34
4252000,46.59,76.17,24.54
4254000,45.02,78.34,25.74
4256000,44.09,77.49,25.27
4258000,47.33,77.92,25.51
4260000,45.88,78.48,25.82
4262000,45.93,76.68,24.82
4264000,42.77,77.2,25.11
4266000,46.58,78.18,25.66
4268000,45.67,75.88,24.38
4270000,49.05,78.02,25.57
4272000,41.9,76.47,24.71
4274000,43.84,77.79,25.44
4276000,45.67,76.54,24.74
4278000,46.26,77.19,25.11
4280000,44.92,77.91,25.51
4282000,48.09,77.64,25.36
4284000,43.28,76.65,24.81
4286000,45.84,75.89,24.38
4288000,42.6,76.28,24.60
4290000,46.39,77.26,25.14
4292000,46.34,76.38,24.66
4294000,42.55,75.65,24.25
4296000,43.48,75.94,24.41
4298000,43.93,75.94,24.41
4300000,45.6,76.64,24.80
4302000,44.84,76.78,24.88
4304000,44.82,76.05,24.47
4306000,47.16,78.22,25.68
4308000,45.25,77.17,25.09
4310000,45.81,76.7,24.83
4312000,45.84,78.6,25.89
4314000,46.69,77.73,25.41
4316000,45.29,77.51,25.28
4318000,43.27,77.66,25.37
4320000,45.32,76.79,24.88
4322000,47.61,77.29,25.16
4324000,46.9,76.47,24.71
4326000,46.19,78.38,25.77
4328000,44.48,78.18,25.66
4330000,44.52,76.98,24.99
4332000,45.59,76.87,24.93
4334000,45.13,76.39,24.66
4336000,45.62,77.84,25.47
4338000,45.88,78.38,25.77
4340000,43.75,76.79,24.88
4342000,42.24,77.11,25.06
4344000,43.51,76.38,24.66
4346000,47.19,77.73,25.41
4348000,42.27,77.71,25.39
4350000,45.87,77.49,25.27
4352000,43.52,77.52,25.29
4354000,45.3,77.89,25.49
4356000,45.08,76.31,24.62
4358000,44.4,75.27,24.04
4360000,44.1,78.24,25.69
4362000,44.69,77.04,25.02
4364000,42.8,77.46,25.26
4366000,44.16,76.77,24.87
4368000,43.88,77.39,25.22
4370000,44.87,77.32,25.18
4372000,45.28,75.73,24.29
4374000,46.18,76.34,24.63
4376000,44.07,76.57,24.76
4378000,43.94,75.59,24.22
4380000,47.34,77.65,25.36
4382000,43.97,74.45,23.58
4384000,43.09,77.64,25.36
4386000,45.98,78.17,25.65
4388000,45.03,75.4,24.11
4390000,44.8,75.08,23.93
4392000,45.63,77.42,25.23
4394000,46.14,77.46,25.26
4396000,45.49,77.42,25.23
4398000,44.96,77.4,25.22
4400000,47.91,75.26,24.03
4402000,43.47,77.4,25.22
4404000,44.53,78.64,25.91
4406000,43.92,77.76,25.42
4408000,43.37,78.78,25.99
4410000,43.42,76.01,24.45
4412000,43.79,78.65,25.92
4414000,41.66,77.11,25.06
4416000,44.28,76.51,24.73
4418000,45.48,76.26,24.59
4420000,44.29,76.57,24.76
4422000,47.17,76.33,24.63
4424000,45.62,77.52,25.29
4426000,42.05,76.6,24.78
4428000,45.95,77.1,25.06
4430000,45.91,76.31,24.62
4432000,44.88,76.92,24.96
4434000,46.68,78.58,25.88
4436000,47.52,75.84,24.36
4438000,44.06,77.41,25.23
4440000,45.5,75.84,24.36
4442000,47.3,78.33,25.74
4444000,45.6,77.08,25.04
4446000,45.35,75.46,24.14
4448000,44.81,76.41,24.67
4450000,44.84,76.78,24.88
4452000,41.97,76.41,24.67
4454000,45.46,76.58,24.77
4456000,47.76,77.15,25.08
4458000,46.7,77.8,25.44
4460000,44.79,77.18,25.10
4462000,45.28,77.59,25.33
4464000,46.06,77.75,25.42
4466000,44.32,76.04,24.47
4468000,45.68,76.39,24.66
4470000,44.24,77.67,25.37
4472000,44.65,75.64,24.24
4474000,45.92,76.15,24.53
4476000,44.68,76.46,24.70
4478000,43.11,75.62,24.23
4480000,43.98,78.08,25.60
4482000,46.27,77.41,25.23
4484000,42.21,76.44,24.69
4486000,44.23,77.75,25.42
4488000,43.6,77.06,25.03
4490000,48.65,77.84,25.47
4492000,44.87,77.51,25.28
4494000,45.15,76.33,24.63
4496000,44.84,76.47,24.71
4498000,45.81,76.67,24.82
4500000,44.35,76.32,24.62
4502000,43.38,77.33,25.18
4504000,44.43,77.6,25.33
4506000,46.92,77.54,25.30
4508000,42.82,77.68,25.38
4510000,46.41,78.03,25.57
4512000,44.02,75.68,24.27
4514000,44,76.29,24.61
4516000,44.2,76.66,24.81
4518000,47.69,77.27,25.15
4520000,45.38,76.85,24.92
4522000,46.09,77.16,25.09
4524000,45.32,76.21,24.56
4526000,41.39,77.55,25.31
4528000,43.04,76.8,24.89
4530000,46.69,75.64,24.24
4532000,47.42,77.12,25.07
4534000,44.95,76.79,24.88
4536000,44.63,76.62,24.79
4538000,45.86,76.45,24.69
4540000,41.08,77.64,25.36
4542000,43.76,77.23,25.13
4544000,47.98,79.02,26.12
4546000,42.69,77.14,25.08
4548000,46.74,77.03,25.02
4550000,45.5,76.38,24.66
4552000,43.58,77.23,25.13
4554000,45.04,77.85,25.47
4556000,44.4,78.38,25.77
4558000,44.53,76.93,24.96
4560000,43.08,77.9,25.50
4562000,43.55,76.4,24.67
4564000,46.33,78.06,25.59
4566000,44.48,77.22,25.12
4568000,43.62,78.22,25.68
4570000,46.08,76.83,24.91
4572000,43.64,78,25.56
4574000,45.44,76.11,24.51
4576000,48.53,78.43,25.79
4578000,40.61,77.91,25.51
4580000,45.3,75.68,24.27
4582000,46.36,78.05,25.58
4584000,46.98,77.12,25.07
4586000,43.02,77.71,25.39
4588000,46.58,77.22,25.12
4590000,42.48,78.22,25.68
4592000,44.54,76.17,24.54
4594000,44.33,77.05,25.03
4596000,43.3,76.07,24.48
4598000,45.41,77.75,25.42
4600000,44.37,74.84,23.80
4602000,48.96,75.68,24.27
4604000,44.57,76.18,24.54
4606000,44.95,76.02,24.46
4608000,48.82,75.82,24.34
4610000,47.42,76.31,24.62
4612000,42.29,77.85,25.47
4614000,43.88,78.51,25.84
4616000,44.02,76.83,24.91
4618000,44.87,76.46,24.70
4620000,43.51,76.64,24.80
4622000,42.76,77.77,25.43
4624000,43.81,76.48,24.71
4626000,44.91,75.81,24.34
4628000,45.12,78.13,25.63
4630000,44.78,77.38,25.21
4632000,43.37,76.94,24.97
4634000,45.68,77.35,25.19
4636000,45,77.18,25.10
4638000,43.97,76.51,24.73
4640000,47.12,75.24,24.02
4642000,46.15,77.76,25.42
4644000,44.63,76.33,24.63
4646000,43.94,76.43,24.68
4648000,44.59,76.92,24.96
4650000,45.1,78.07,25.59
4652000,46,77.42,25.23
4654000,42.55,78.1,25.61
4656000,42.96,76.93,24.96
4658000,42.32,76.62,24.79
4660000,44.77,75.83,24.35
4662000,48.31,76.49,24.72
4664000,45.67,78.39,25.77
4666000,44.55,77.41,25.23
4668000,46.74,77.67,25.37
4670000,45.73,79.42,26.34
4672000,45.3,76.59,24.77
4674000,43.98,75.93,24.41
4676000,44.75,76.42,24.68
4678000,46.33,76.31,24.62
4680000,47.13,75.88,24.38
4682000,45.37,74.73,23.74
4684000,44.62,76.16,24.53
4686000,46.43,76.63,24.79
4688000,44.2,77.14,25.08
4690000,45.96,75.92,24.40
4692000,45.03,76.92,24.96
4694000,45.4,78.1,25.61
4696000,44.23,77.26,25.14
4698000,45.13,77.72,25.40
4700000,44.24,76.24,24.58
4702000,46.51,78.49,25.83
4704000,44.08,76.35,24.64
4706000,45.21,76.93,24.96
4708000,46.35,78.29,25.72
4710000,45.37,76.36,24.64
4712000,44.84,74.83,23.79
4714000,47.19,77.05,25.03
4716000,44.46,75.96,24.42
4718000,43.34,77.07,25.04
4720000,45.47,76.98,24.99
4722000,45.92,76.06,24.48
4724000,45.69,77.33,25.18
4726000,45.71,77.21,25.12
4728000,44.22,77.43,25.24
4730000,45.98,77.7,25.39
4732000,43.74,76.04,24.47
4734000,45.41,77.1,25.06
4736000,42.84,77,25.00
4738000,44.61,76.55,24.75
4740000,42.51,76.17,24.54
4742000,45.95,75.48,24.16
4744000,46.4,76.34,24.63
4746000,44.69,77.66,25.37
4748000,44.68,75.48,24.16
4750000,44.75,78.06,25.59
4752000,43.48,77.65,25.36
4754000,46.27,75.59,24.22
4756000,44.41,75.44,24.13
4758000,45.93,77.47,25.26
4760000,44.84,75.66,24.26
4762000,43.96,78.05,25.58
4764000,45.6,77.6,25.33
4766000,45.35,75.55,24.19
4768000,45.25,78.18,25.66
4770000,44.25,77.07,25.04
4772000,45.99,77.67,25.37
4774000,45.64,76.22,24.57
4776000,47.42,75.81,24.34
4778000,46.81,76.91,24.95
4780000,44.48,79.22,26.23
4782000,45.5,77.67,25.37
4784000,43.09,76.37,24.65
4786000,44.18,76.94,24.97
4788000,46.07,76.52,24.73
4790000,44.78,78.96,26.09
4792000,44.72,76.17,24.54
4794000,46.61,75.76,24.31
4796000,43.89,78.9,26.06
4798000,45.27,75.42,24.12
4800000,45.28,77.59,25.33
4802000,43.83,76.13,24.52
4804000,44.78,76.44,24.69
4806000,41.45,78.47,25.82
4808000,44.96,77.09,25.05
4810000,43.22,76.29,24.61
4812000,43.78,78.57,25.87
4814000,45.42,77.97,25.54
4816000,42.57,76.96,24.98
4818000,45.35,77.62,25.34
4820000,45.76,77.69,25.38
4822000,47.38,77.17,25.09
4824000,44.91,76.17,24.54
4826000,42.44,76.48,24.71
4828000,44.54,78.79,25.99
4830000,46.9,76.96,24.98
4832000,41.12,75.17,23.98
4834000,43.64,77.23,25.13
4836000,44.39,77.85,25.47
4838000,47.09,76.87,24.93
4840000,42.57,76.35,24.64
4842000,46.94,76.57,24.76
4844000,41.19,78.34,25.74
4846000,46.48,76.43,24.68
4848000,45.02,76.09,24.49
4850000,48.26,78.01,25.56
4852000,45.02,77.62,25.34
4854000,45.05,77.85,25.47
4856000,46.04,75.83,24.35
4858000,44.13,76.21,24.56
4860000,41.5,77.16,25.09
4862000,43.84,76.48,24.71
4864000,46.49,77.7,25.39
4866000,43.88,76.09,24.49
4868000,44.24,76.74,24.86
4870000,45.04,77.53,25.29
4872000,43.03,77.27,25.15
4874000,43.81,76.52,24.73
4876000,44.24,76.13,24.52
4878000,44.34,77.9,25.50
4880000,45.23,76.5,24.72
4882000,44.42,76.9,24.94
4884000,43.65,77.83,25.46
4886000,42.7,76.39,24.66
4888000,46.91,76.17,24.54
4890000,43.66,75.93,24.41
4892000,44.17,76.97,24.98
4894000,41.33,76.76,24.87
4896000,46.54,77.23,25.13
4898000,46.25,75.72,24.29
4900000,44.81,76.91,24.95
4902000,44.43,77.75,25.42
4904000,42.12,77.42,25.23
4906000,43.38,76.38,24.66
4908000,46.2,75.37,24.09
4910000,45.1,77.07,25.04
4912000,47.63,75.45,24.14
4914000,45.71,76.7,24.83
4916000,44.7,76.55,24.75
4918000,45.05,77.71,25.39
4920000,45.24,76.67,24.82
4922000,45.4,75.74,24.30
4924000,45.12,78.41,25.78
4926000,43.78,75.95,24.42
4928000,43.5,77.09,25.05
4930000,44.77,75.86,24.37
4932000,45.23,76.69,24.83
4934000,44.31,77.56,25.31
4936000,45.7,76.45,24.69
4938000,45.07,78.13,25.63
4940000,44.16,76.81,24.89
4942000,44.82,76.71,24.84
4944000,42.14,76.39,24.66
4946000,43.47,76.62,24.79
4948000,43.99,76.63,24.79
4950000,45.07,76.83,24.91
4952000,46.11,77.15,25.08
4954000,44.58,77.56,25.31
4956000,42.86,77.86,25.48
4958000,43.17,75.91,24.39
4960000,45.87,76.21,24.56
4962000,43.84,75.72,24.29
4964000,44.48,77.28,25.16
4966000,47.11,76.66,24.81
4968000,46.55,75.94,24.41
4970000,45.3,77.43,25.24
4972000,41.62,76.24,24.58
4974000,44,77.33,25.18
4976000,43.49,77.15,25.08
4978000,45.35,77.3,25.17
4980000,45,75.85,24.36
4982000,45.41,76.43,24.68
4984000,45.96,75.43,24.13
4986000,43.68,79.07,26.15
4988000,43.91,76.51,24.73
4990000,44.34,77.2,25.11
4992000,43.79,76.49,24.72
4994000,47.05,75.93,24.41
4996000,45.04,77.73,25.41
4998000,45.67,76.51,24.73
5000000,43.17,75.73,24.29
5002000,45.88,76.96,24.98
5004000,45.99,76.78,24.88
5006000,44.96,77.71,25.39
5008000,43.13,76.66,24.81
5010000,45.88,76.65,24.81
5012000,46.12,76.54,24.74
5014000,44.71,76.41,24.67
5016000,45.82,76.04,24.47
5018000,40.63,77.41,25.23
5020000,45.59,75.99,24.44
5022000,46,75.47,24.15
5024000,43.61,76.18,24.54
5026000,44.17,78.45,25.81
5028000,47.44,78.61,25.89
5030000,44.85,76.69,24.83
5032000,43.65,77.04,25.02
5034000,42.61,77.35,25.19
5036000,46.92,76.28,24.60
5038000,46,76.59,24.77
5040000,44.15,77.81,25.45
5042000,46.99,78.33,25.74
5044000,44.34,76.74,24.86
5046000,43.31,76.66,24.81
5048000,48.33,76.59,24.77
5050000,45.18,76.26,24.59
5052000,46.89,78.24,25.69
5054000,46.41,76.2,24.56
5056000,44.9,75.6,24.22
5058000,44.91,76.33,24.63
5060000,45.96,77.98,25.54
5062000,45.66,77.06,25.03
5064000,45.28,76.98,24.99
5066000,47.73,76.13,24.52
5068000,42.4,80.28,26.82
5070000,46.11,77.85,25.47
5072000,42.81,76.08,24.49
5074000,43.68,77.56,25.31
5076000,46.07,77.11,25.06
5078000,45.25,75.72,24.29
5080000,44.37,76.16,24.53
5082000,47.52,77.46,25.26
5084000,47.03,76.77,24.87
5086000,44.75,76.54,24.74
5088000,44.29,77.56,25.31
5090000,46.03,76.42,24.68
5092000,43.43,75.53,24.18
5094000,45.49,77.59,25.33
5096000,46.53,76.13,24.52
5098000,43.8,77.46,25.26
5100000,44.68,78.05,25.58
5102000,45.46,78.42,25.79
5104000,46.44,76.68,24.82
5106000,46.85,75.99,24.44
5108000,44.88,76.52,24.73
5110000,43.75,77.88,25.49
5112000,45.36,77.75,25.42
5114000,46.5,77.08,25.04
5116000,44.64,76.65,24.81
5118000,44.85,75.07,23.93
5120000,45.7,76.39,24.66
5122000,45.26,78.74,25.97
5124000,44.07,77.13,25.07
5126000,45.23,75.92,24.40
5128000,44.69,76.75,24.86
5130000,45.01,76.32,24.62
5132000,45.34,77.06,25.03
5134000,46.9,76.98,24.99
5136000,44.93,77.15,25.08
5138000,45.02,76.46,24.70
5140000,44.9,77.19,25.11
5142000,46.04,76.36,24.64
5144000,43.59,76.79,24.88
5146000,43.62,78.06,25.59
5148000,45.6,78.33,25.74
5150000,44.12,77.18,25.10
5152000,46.34,78.09,25.61
5154000,47.88,78.09,25.61
5156000,46.52,76.65,24.81
5158000,42.92,78.02,25.57
5160000,44.68,76.74,24.86
5162000,45.45,77.1,25.06
5164000,43.64,76.78,24.88
5166000,43.39,77.44,25.24
5168000,45.93,77.6,25.33
5170000,42.14,77.98,25.54
5172000,47.66,76.33,24.63
5174000,46.61,76.08,24.49
5176000,41.75,77.41,25.23
5178000,46.6,76.97,24.98
5180000,45.55,76.6,24.78
5182000,46.77,75.59,24.22
5184000,45.01,77.68,25.38
5186000,43.74,78.44,25.80
5188000,42.09,77.33,25.18
5190000,44.48,77.1,25.06
5192000,48.58,76.49,24.72
5194000,42.98,77.98,25.54
5196000,43.97,75.67,24.26
5198000,44.89,75.92,24.40
5200000,43.61,77.58,25.32
5202000,48.09,75.89,24.38
5204000,45.53,77.66,25.37
5206000,45.47,78.01,25.56
5208000,40.74,77,25.00
5210000,44.31,76.26,24.59
5212000,44.18,77.84,25.47
5214000,46.17,76.14,24.52
5216000,48.76,76.24,24.58
5218000,45.38,75.99,24.44
5220000,44.5,79.44,26.36
5222000,45.73,76.34,24.63
5224000,45.09,77.32,25.18
5226000,46.54,74,23.33
5228000,43.66,76.15,24.53
5230000,46.37,77.21,25.12
5232000,45.52,77.5,25.28
5234000,46.61,76.48,24.71
5236000,46.13,76.14,24.52
5238000,43.54,77.67,25.37
5240000,45.23,77.63,25.35
5242000,44.59,77.31,25.17
5244000,45.28,76.06,24.48
5246000,45.63,76.91,24.95
5248000,44.58,78.41,25.78
5250000,43.78,77.17,25.09
5252000,44.18,76.3,24.61
5254000,43.62,76.76,24.87
5256000,46.54,78.16,25.64
5258000,43.54,77.42,25.23
5260000,43.59,75.87,24.37
5262000,47.62,77.09,25.05
5264000,43.67,75.38,24.10
5266000,42.89,77.37,25.21
5268000,44.6,77.98,25.54
5270000,44.66,77.52,25.29
5272000,45.41,76.82,24.90
5274000,44.96,76.58,24.77
5276000,48.2,76.21,24.56
5278000,45.83,78.22,25.68
5280000,44.86,78.02,25.57
5282000,46.17,74.9,23.83
5284000,45.53,76.44,24.69
5286000,42.81,76.85,24.92
5288000,44.58,76.03,24.46
5290000,42.33,76.15,24.53
5292000,45.65,75.94,24.41
5294000,44.41,76.72,24.84
5296000,46.72,78.23,25.68
5298000,45.36,76.05,24.47
5300000,42.57,75.53,24.18
5302000,43.4,77.21,25.12
5304000,45.09,76.76,24.87
5306000,48.09,75.12,23.96
